year	state	employee_position_clean	soc	employee_earliest_year_flag	min_state_year	statefe	stateyr	statefemale	femaleyr	socyr	statesoc	statesocyr	positionyr	stateposition	statepositionyr	socfemale	positionfemale	id	employee_salary_annual	female	employee_id	min_emp_year	log_salary_annual	policy_year	policy_month	treatment
2018	"ME"	"transportation worker"	"47-4051"	0	2014	15	109	29	12	7344	6146	42680	1056441	203378	802022	1267	355756	21588.0	63874.59	1	9480673	2010	11.064677	2018	1	0
2017	"WA"	"senior computer specialist"	"15-1151"	0	2013	35	252	69	11	1050	13736	91131	882841	325686	1274773	169	297047	23004.0	64977.12	1	9482653	2017	11.081791	2018	1	0
2018	"MT"	"psychiatrist"	"29-1066"	0	2014	19	136	38	25	3956	7259	48914	793440	208638	825799	677	266869	8004.0	64977.12	1	9482653	2017	11.081791	2018	1	0
2019	"FL"	"correctional officer"	"33-3012"	0	2014	5	33	9	13	4975	1847	12868	260735	160763	598965	848	88828	13004.0	64977.12	1	9482653	2017	11.081791	2018	1	0
2016	"FL"	"biological administrator ses"	"23-2099"	0	2014	5	30	9	10	2557	1776	12459	138327	160271	596516	424	47556	10583.0	62306.0	1	9488506	2012	11.043807	2018	1	1
2015	"MI"	"teaching"	"25-3021"	0	2014	16	112	31	9	3152	6305	43470	1029164	204157	805358	532	346432	21790.0	85431.58	1	9496402	2010	11.355471	2018	4	0
2017	"NC"	"assistant state auditor"	"23-1011"	0	2014	20	141	40	24	2460	7620	50836	94477	209818	829607	409	32465	1790.0	85431.58	1	9496402	2010	11.355471	2018	4	0
2018	"MA"	"project manager"	"47-1011"	0	2010	13	97	26	25	6920	5454	38546	786858	196558	769506	1188	264497	16790.0	85431.58	1	9496402	2010	11.355471	2018	4	0
2014	"NJ"	"rgnl matrls engineerr"	"17-2131"	1	2010	24	168	47	8	1430	8873	58470	844229	224349	887332	237	284353	1749.0	55477.2	1	9496557	2016	10.923727	2018	1	0
2015	"CA"	"fire engineerr"	"33-2011"	1	2010	2	12	3	9	4922	792	5819	463619	64503	236630	840	155649	11749.0	55477.2	1	9496557	2016	10.923727	2018	1	0
2019	"UT"	"firefighter"	"33-2011"	0	2009	33	236	65	13	4926	12914	84071	466169	291190	1135643	840	156384	5338.0	49300.0	1	9498042	2018	10.776364	2019	1	0
2015	"IA"	"account specialist"	"41-4012"	0	2007	7	52	14	22	5961	2766	21027	4763	165858	627218	1027	1783	7750.0	30822.0	1	9511592	2016	10.335984	2017	7	0
2016	"AZ"	"state trooperation"	"33-3051"	0	2014	1	3	1	10	5022	222	1277	969799	1717	8990	856	325781	11081.0	30822.0	1	9511592	2016	10.335984	2018	4	0
2017	"CA"	"specialist"	"27-1014"	0	2010	2	14	4	24	3390	658	4664	952270	133830	496976	575	319448	16081.0	30822.0	1	9511592	2016	10.335984	2018	1	0
2018	"WI"	"nutrition program consultant"	"29-9092"	0	2014	36	259	72	25	4577	14501	95677	697389	329650	1290118	784	233979	2750.0	30822.0	1	9511592	2016	10.335984	2018	4	0
2019	"FL"	"correctional officer captain"	"33-1011"	0	2014	5	33	9	13	4870	1840	12830	260757	160764	598971	831	88837	12750.0	30822.0	1	9511592	2016	10.335984	2018	4	0
2014	"CA"	"legal assistant"	"23-2011"	0	2010	2	11	3	8	2522	581	4002	610442	85463	313788	418	205463	20660.0	68408.64	1	9513335	2010	11.133254	2018	4	0
2015	"IA"	"youth services worker"	"21-1093"	0	2007	7	52	13	9	2390	2579	19045	1113209	169838	654561	396	373984	660.0	68408.64	1	9513335	2010	11.133254	2018	4	0
2018	"CA"	"collection systems mechanic"	"49-2011"	0	2010	2	15	3	12	7511	1019	7805	219535	31832	118972	1301	74608	15660.0	68408.64	1	9513335	2010	11.133254	2018	1	0
2017	"TX"	"trooperation"	"33-3051"	0	2014	32	223	63	11	5023	12205	78478	1059587	278794	1084583	856	356688	14631.0	103500.0	1	9513799	2014	11.570169	2018	4	0
2016	"MO"	"corrections officer"	"33-3012"	0	2014	18	128	35	10	4972	6875	46862	262268	205050	810101	848	89339	9993.0	26848.16	1	9517164	2012	10.197952	2018	4	0
2017	"CA"	"environmental scientist"	"19-2041"	0	2010	2	14	4	24	1886	527	3517	422483	58836	216062	312	142161	24993.0	26848.16	1	9517164	2012	10.197952	2018	4	0
2018	"UT"	"police support specialist"	"43-6014"	1	2009	33	235	66	25	6594	13044	85314	752039	299208	1169059	1133	252877	14993.0	26848.16	1	9517164	2012	10.197952	2018	4	0
2015	"CA"	"teacher"	"11-9031"	1	2010	2	12	4	22	280	394	2321	1018383	143376	532668	46	341954	23925.0	39796.53	1	9520008	2015	10.591535	2018	1	0
2016	"MA"	"custodian"	"37-2011"	0	2010	13	95	25	10	5348	5351	37617	279055	189274	732945	918	95081	18925.0	39796.53	1	9520008	2015	10.591535	2018	1	0
2018	"CA"	"building and grounds worker"	"11-3011"	0	2010	2	15	3	12	125	382	2217	146835	21082	78615	19	50310	13925.0	39796.53	1	9520008	2015	10.591535	2018	1	0
2014	"UT"	"assistant attorney general"	"23-1011"	0	2009	33	231	65	8	2457	12718	82165	63928	281482	1094873	408	22445	10786.0	38564.09	1	9520611	2018	10.560077	2018	1	0
2015	"IL"	"correctional officer"	"33-3012"	0	2014	9	64	17	9	4971	3561	26350	260731	172417	666298	848	88828	786.0	38564.09	1	9520611	2018	10.560077	2018	1	0
2018	"LA"	"administrat program specialist b"	"43-6014"	0	2014	12	87	24	25	6594	4887	33795	20673	181863	697706	1133	7634	15786.0	38564.09	1	9520611	2018	10.560077	2018	1	0
2019	"KS"	"assistant professor"	"25-1199"	1	2012	11	82	22	26	2984	4264	30199	89673	176256	681646	501	30864	5786.0	38564.09	1	9520611	2018	10.560077	2018	1	0
2016	"NJ"	"executive director"	"11-1021"	0	2010	24	170	48	23	23	8776	57654	435456	222211	875825	4	146388	21393.0	57291.96	1	9521491	2014	10.955915	2018	1	0
2017	"CA"	"substitute teacher"	"25-9041"	1	2010	2	14	3	11	3294	649	4588	986377	138999	514326	556	331821	6393.0	57291.96	1	9521491	2014	10.955915	2018	1	0
2018	"NY"	"associate professor"	"17-2031"	1	2011	26	187	51	12	1315	9622	63654	114942	229528	908268	217	39728	16393.0	57291.96	1	9521491	2014	10.955915	2018	1	0
2014	"CA"	"police officer"	"33-3051"	0	2010	2	11	3	8	5020	800	5893	749893	105115	385412	856	252123	10343.0	43657.84	1	9528448	2018	10.684138	2018	1	0
2018	"CA"	"road maintenance worker"	"47-4051"	0	2010	2	15	3	12	7344	1002	7662	847383	118838	436278	1267	285415	5343.0	43657.84	1	9528448	2018	10.684138	2019	1	0
2019	"CA"	"senior management auditor"	"11-3031"	0	2010	2	16	3	13	167	385	2242	901537	126406	466206	27	302781	343.0	43657.84	1	9528448	2018	10.684138	2018	1	0
2017	"TX"	"directorect support prof"	"39-9021"	1	2014	32	223	64	24	5754	12255	78758	365427	267535	1044993	991	123128	19818.0	31200.0	1	9529278	2015	10.396505	2018	4	0
2017	"CA"	"paraeducator"	"25-9041"	1	2010	2	14	4	24	3294	649	4588	714940	99296	363882	557	240272	7314.0	20128.89	0	9529783	2014	10.105378	2018	7	1
2014	"CA"	"administrative law judge"	"23-1023"	0	2010	2	11	3	8	2509	580	3992	24753	6309	23590	416	9004	13830.0	54637.19	1	9532297	2013	10.90847	2018	4	0
2015	"MD"	"corr officer sergeant"	"33-1011"	0	2014	14	100	28	22	4866	5765	40671	258932	200236	789013	832	88214	23830.0	54637.19	1	9532297	2013	10.90847	2018	4	0
2016	"IL"	"highway maintainer"	"47-4051"	1	2014	9	65	18	23	7342	3678	27007	517067	173011	668716	1268	172726	8830.0	54637.19	1	9532297	2013	10.90847	2018	1	0
2017	"CA"	"rehabilitation therapist"	"29-1125"	0	2010	2	14	4	24	4051	717	5179	830868	116851	428868	693	279774	3830.0	54637.19	1	9532297	2013	10.90847	2018	1	0
2018	"CA"	"library technician"	"25-4031"	0	2010	2	15	4	25	3243	645	4553	617653	86464	317710	549	207671	18830.0	54637.19	1	9532297	2013	10.90847	2018	1	0
2015	"CA"	"carpenter"	"47-2031"	1	2010	2	12	3	9	6957	966	7347	167612	24423	90911	1195	57374	11931.0	65434.67	1	9537391	2010	11.088807	2018	4	0
2016	"PA"	"default prevention representative"	"33-9032"	1	2014	29	206	57	10	5080	11080	73348	293499	252771	993485	866	99799	6931.0	65434.67	1	9537391	2010	11.088807	2018	4	0
2017	"NV"	"correctional officer"	"33-3012"	1	2014	25	177	49	11	4973	9453	62560	260733	226255	897197	848	88828	21931.0	65434.67	1	9537391	2010	11.088807	2018	7	0
2018	"CA"	"cea"	"11-1011"	1	2010	2	15	4	25	12	373	2141	171889	25093	93304	2	58836	15407.0	65434.67	1	9537391	2010	11.088807	2018	4	0
2017	"ID"	"instructional technician"	"25-9011"	1	2014	8	60	15	11	3255	3119	23947	558156	170787	658997	550	187292	13861.0	45703.22	1	9538060	2010	10.729924	2017	7	0
2018	"NJ"	"database administrator"	"15-1141"	0	2010	24	172	48	25	1012	8846	58251	287798	221460	872231	164	97918	23861.0	45703.22	1	9538060	2010	10.729924	2018	4	0
2016	"GA"	"grade "	"25-3021"	0	2010	6	40	12	23	3153	2153	15147	493246	163869	615947	533	165166	20740.0	21284.04	1	9540087	2012	9.965713	2018	4	0
2017	"PA"	"management technician"	"33-2022"	0	2014	29	207	57	11	4948	11071	73295	637546	255712	1005751	844	213997	15740.0	21284.04	1	9540087	2012	9.965713	2018	4	0
2014	"KS"	"highway maintenance supervisor"	"47-1011"	1	2012	11	77	21	8	6916	4477	31507	517139	178930	689059	1187	172746	11124.0	51079.02	1	9545815	2012	10.841129	2018	4	0
2015	"CA"	"resource specialist"	"25-2054"	0	2010	2	12	4	22	3104	633	4456	838955	117652	431881	523	282458	16124.0	51079.02	1	9545815	2012	10.841129	2018	4	0
2016	"CA"	"dean of students"	"11-9033"	1	2010	2	13	4	23	307	396	2341	292200	42460	156923	50	99338	12967.0	51079.02	1	9545815	2012	10.841129	2018	4	0
2017	"CA"	"nursing attendant"	"31-1014"	0	2010	2	14	4	24	4668	771	5634	695531	96348	353646	800	233396	7967.0	51079.02	1	9545815	2012	10.841129	2018	4	0
2018	"CA"	"staff services manager"	"43-1011"	1	2010	2	15	4	25	6064	891	6678	964670	135662	503172	1045	324166	1124.0	51079.02	1	9545815	2012	10.841129	2018	4	0
2019	"MN"	"revenue tax specialist"	"13-2011"	1	2011	17	125	34	26	738	6463	44293	843860	204486	807339	120	284229	21124.0	51079.02	1	9545815	2012	10.841129	2018	4	0
2015	"GA"	"business operations professional"	"25-1011"	0	2010	6	39	12	22	2569	2122	14894	155645	162820	609948	427	53237	24558.0	52462.0	1	9545953	2015	10.867845	2019	1	0
2016	"CA"	"head custodian"	"37-1011"	0	2010	2	13	3	10	5324	829	6133	504413	69841	257158	914	168688	4558.0	52462.0	1	9545953	2015	10.867845	2018	1	0
2017	"CA"	"deputy sheriff"	"33-3051"	0	2010	2	14	3	11	5023	800	5896	312110	44985	166718	856	105854	14558.0	52462.0	1	9545953	2015	10.867845	2018	1	0
2015	"CA"	"administrat analyst"	"13-1081"	0	2010	2	12	4	22	621	422	2576	17213	4945	19091	102	6557	8986.0	25650.68	1	9550975	2018	10.152326	2019	1	0
2016	"GA"	"administrat assistant "	"43-9061"	1	2010	6	40	12	23	6683	2329	16572	17755	162385	607685	1147	6699	23986.0	25650.68	1	9550975	2018	10.152326	2018	1	0
2019	"CA"	"deputy district attorney"	"23-1011"	0	2010	2	16	3	13	2462	576	3960	308907	44562	165091	408	104818	3986.0	25650.68	1	9550975	2018	10.152326	2018	1	0
2014	"CA"	"deputy sheriff"	"33-3051"	1	2010	2	11	3	8	5020	800	5893	312107	44985	166715	856	105854	13057.0	72750.68	1	9556665	2010	11.194794	2018	7	0
2016	"CA"	"maintenance worker"	"49-9098"	0	2010	2	13	3	10	8054	1067	8226	634809	88954	326794	1396	213086	8057.0	72750.68	1	9556665	2010	11.194794	2018	1	0
2018	"WA"	"custodian"	"37-2011"	0	2013	35	253	69	12	5350	14042	92997	279057	315763	1238706	918	95081	3057.0	72750.68	1	9556665	2010	11.194794	2018	1	0
2015	"TX"	"project manager"	"47-1011"	0	2014	32	221	64	22	6917	12343	79263	786855	273977	1067924	1188	264497	1113.0	54199.67	1	9557330	2010	10.90043	2017	7	0
2018	"TX"	"licensedocational nurse"	"29-2061"	1	2014	32	224	64	25	4451	12160	78218	619572	271361	1058377	762	208311	11113.0	54199.67	1	9557330	2010	10.90043	2017	7	0
2014	"CA"	"administrat analyst senior"	"13-1081"	0	2010	2	11	4	21	620	422	2575	17275	4956	19147	102	6577	16946.0	59918.55	1	9557532	2010	11.000741	2018	1	0
2016	"FL"	"distributed computer systems analyst"	"15-1121"	0	2014	5	30	9	10	933	1696	11995	371396	161084	600579	151	125140	11946.0	59918.55	1	9557532	2010	11.000741	2018	7	0
2017	"OR"	"representative"	"43-4199"	0	2014	28	201	55	11	6396	10708	71316	831921	249980	982874	1100	280158	21946.0	59918.55	1	9557532	2010	11.000741	2018	1	0
2018	"MA"	"correction officer"	"33-3012"	0	2010	13	97	25	12	4974	5328	37398	259454	189144	732180	848	88400	1946.0	59918.55	1	9557532	2010	11.000741	2018	7	0
2014	"UT"	"director"	"41-1012"	1	2009	33	231	65	8	5827	12983	84705	319487	287809	1121518	1002	108358	17613.0	20507.0	1	9557663	2010	9.928521	2018	1	0
2015	"AZ"	"customerservice representative"	"43-4051"	0	2014	1	2	2	22	6249	275	1577	283130	464	2414	1077	96472	22613.0	20507.0	1	9557663	2010	9.928521	2018	1	0
2019	"ID"	"medical program specialist"	"29-2072"	1	2014	8	62	16	26	4476	3159	24155	667329	171102	660338	766	223673	7613.0	20507.0	1	9557663	2010	9.928521	2018	4	0
2016	"MA"	"clerk"	"43-9061"	0	2010	13	95	26	23	6683	5441	38435	207791	188507	728747	1147	70610	7766.0	47529.5	0	9558127	2010	10.837843	2018	4	0
2015	"NJ"	"senior crrectn officer"	"33-3012"	0	2010	24	169	48	22	4971	9040	59780	884542	224608	888702	849	297577	18933.0	18812.67	1	9561058	2019	9.732112	2019	1	0
2014	"CA"	"reg ed teacher"	"25-2023"	0	2010	2	11	4	21	3035	627	4402	825242	116323	426824	511	277938	14634.0	54481.83	1	9561329	2013	10.9056225	2017	7	0
2015	"UT"	"parking enforcement officer"	"33-3041"	0	2009	33	232	66	22	5008	12921	84143	720003	298203	1164839	855	242120	9634.0	54481.83	1	9561329	2013	10.9056225	2017	7	0
2017	"MA"	"technician specialist"	"17-2141"	0	2010	13	96	25	11	1446	5086	35290	1031681	199114	782899	239	347239	4634.0	54481.83	1	9561329	2013	10.9056225	2018	4	0
2018	"PA"	"associate professor"	"25-1199"	0	2014	29	208	57	12	2983	10976	72767	114942	251471	988175	500	39728	24634.0	54481.83	1	9561329	2013	10.9056225	2018	4	0
2019	"MA"	"court recording monitor"	"23-2091"	0	2010	13	98	26	26	2540	5168	36051	269192	189212	732644	421	91699	7786.0	30031.0	1	9561629	2018	10.180297	2018	1	0
2015	"CA"	"sergeant"	"33-3021"	1	2010	2	12	3	9	4984	797	5866	926699	129611	480838	850	310649	5723.0	57852.08	1	9562676	2016	10.996739	2019	1	0
2016	"IA"	"research assistant"	"43-9111"	0	2007	7	53	14	23	6722	2814	21587	834113	168927	648161	1153	280868	11284.0	70016.69	1	9570541	2010	11.156489	2018	1	0
2019	"TX"	"office manager"	"43-4041"	1	2014	32	225	63	13	6240	12292	78972	702165	272664	1062976	1074	235644	6284.0	70016.69	1	9570541	2010	11.156489	2019	1	0
2015	"UT"	"lead custodian"	"37-1011"	0	2009	33	232	65	9	5323	12947	84375	599248	295120	1151811	914	201914	7158.0	43054.2	1	9579063	2015	10.670215	2018	1	0
2016	"CA"	"respiratory care practitioner"	"29-1126"	1	2010	2	13	3	10	4063	718	5187	839732	117817	432463	694	282777	12158.0	43054.2	1	9579063	2015	10.670215	2018	1	0
2017	"CA"	"administrative secretary"	"43-6011"	1	2010	2	14	4	24	6554	932	7050	25476	6414	24014	1127	9241	2158.0	43054.2	1	9579063	2015	10.670215	2018	1	0
2019	"CA"	"deputy sheriff "	"33-1012"	0	2010	2	16	3	13	4883	788	5791	312121	44986	166729	833	105856	17158.0	43054.2	1	9579063	2015	10.670215	2018	1	0
2016	"CA"	"auto equipment operationprn"	"51-9199"	0	2010	2	13	3	10	9172	1168	9097	126119	18026	66929	1603	43610	18584.0	88872.0	1	9583789	2010	11.394953	2019	1	0
2018	"UT"	"education program coordinator"	"39-9032"	0	2009	33	235	65	12	5781	12979	84673	391004	289070	1126476	994	131661	3584.0	88872.0	1	9583789	2010	11.394953	2018	1	0
2015	"CA"	"department program manager"	"11-1011"	0	2010	2	12	4	22	9	373	2138	299920	43381	160438	2	101875	8514.0	78575.16	1	9584399	2012	11.271811	2018	4	0
2016	"CA"	"ptnterim community development director"	"19-3051"	1	2010	2	13	3	10	2003	537	3607	797710	112250	411225	331	268861	13514.0	78575.16	1	9584399	2012	11.271811	2018	1	0
2018	"NY"	"professor "	"11-9033"	0	2011	26	187	51	12	309	9549	63127	775724	241496	947888	49	260758	18514.0	78575.16	1	9584399	2012	11.271811	2018	4	0
2019	"FL"	"therapy aide"	"31-9099"	0	2014	5	33	9	13	4857	1839	12824	1041930	162225	606838	829	351069	23514.0	78575.16	1	9584399	2012	11.271811	2018	4	0
2015	"CA"	"mental health program manager"	"11-9111"	0	2010	2	12	4	22	405	404	2409	670910	93093	341877	66	224866	15593.0	20943.19	1	9585972	2012	9.949569	2018	4	0
2016	"CA"	"veteranntern administrat support"	"43-6014"	1	2010	2	13	3	10	6592	935	7077	1075200	152842	566017	1132	361980	593.0	20943.19	1	9585972	2012	9.949569	2018	4	0
2017	"NC"	"maintenance mechanic"	"53-6031"	0	2014	20	141	39	11	9540	7916	52348	632113	213422	838673	1669	212325	10593.0	20943.19	1	9585972	2012	9.949569	2018	4	0
2019	"GA"	"servicemaintenance worker"	"49-9098"	1	2010	6	43	12	26	8057	2371	16885	928256	165365	624197	1397	311155	20593.0	20943.19	1	9585972	2012	9.949569	2017	7	0
2014	"CA"	"executive secretary"	"43-6011"	1	2010	2	11	4	21	6551	932	7047	439867	61166	224507	1127	147841	23077.0	47705.8	1	9587537	2012	10.772808	2017	7	0
2015	"CA"	"eligibility worker"	"43-4061"	0	2010	2	12	4	22	6262	908	6826	403924	56320	206652	1079	135841	18077.0	47705.8	1	9587537	2012	10.772808	2018	4	0
2018	"NY"	"corr officer"	"33-3012"	1	2011	26	187	51	12	4974	9872	65290	258911	232017	916752	848	88205	13077.0	47705.8	1	9587537	2012	10.772808	2018	1	0
2018	"CA"	"permit technician"	"53-6041"	1	2010	2	15	4	25	9564	1203	9414	733970	102642	375991	1674	246860	9752.0	19403.76	1	9587817	2010	9.873222	2018	7	0
2019	"PA"	"equipment operator a"	"19-4051"	0	2014	29	209	57	13	2150	10916	72435	425609	254045	998737	356	143162	24752.0	19403.76	1	9587817	2010	9.873222	2017	7	0
2014	"CA"	"communications systems technician"	"49-2021"	0	2010	2	11	3	8	7520	1020	7810	227435	33016	123197	1303	77294	5157.0	76910.52	1	9587942	2017	11.250398	2018	1	0
2016	"CA"	"fire captain"	"33-2011"	0	2010	2	13	3	10	4923	792	5820	462599	64287	235831	840	155324	10157.0	76910.52	1	9587942	2017	11.250398	2018	1	0
2017	"CA"	"laboratory technician"	"51-9151"	0	2010	2	14	3	11	9064	1158	9011	591289	82398	301831	1584	199458	15157.0	76910.52	1	9587942	2017	11.250398	2019	1	0
2018	"PA"	"administrative officer"	"43-6011"	0	2014	29	208	58	25	6555	11164	73828	25068	250365	984184	1127	9112	20157.0	76910.52	1	9587942	2017	11.250398	2018	1	0
2015	"CA"	"special day class teacher"	"25-2051"	1	2010	2	12	3	9	3071	630	4430	947949	132911	493833	516	317841	1065.0	47101.86	1	9590199	2013	10.760068	2018	4	0
2016	"NJ"	"housekeeping supervisor r env "	"37-1011"	0	2010	24	170	48	23	5324	9056	59908	523868	222581	877939	915	175083	6065.0	47101.86	1	9590199	2013	10.760068	2018	4	0
2018	"LA"	"mobile equipment operation "	"51-4032"	0	2014	12	87	23	12	8310	4932	34046	679222	183620	705379	1443	227692	16065.0	47101.86	1	9590199	2013	10.760068	2018	1	0
2014	"WA"	"fish wildlife biologist"	"19-1023"	0	2013	35	249	70	21	1735	13789	91452	469599	319491	1252054	288	157502	10746.0	59298.46	1	9590582	2013	10.990338	2018	1	0
2017	"NY"	"corr officer"	"33-3012"	0	2011	26	186	51	11	4973	9872	65289	258910	232017	916751	848	88205	5746.0	59298.46	1	9590582	2013	10.990338	2018	1	0
2019	"TX"	"senior research nurse"	"19-4099"	1	2014	32	225	64	26	2215	11996	77292	912824	276096	1075563	367	306309	746.0	59298.46	1	9590582	2013	10.990338	2018	1	0
2017	"CA"	"motor sweeper operation"	"53-3099"	0	2010	2	14	3	11	9386	1187	9266	680921	94509	347197	1641	228257	7561.0	53874.0	1	9591653	2012	10.972583	2018	4	0
2018	"CA"	"deputy sheriff "	"33-1012"	1	2010	2	15	3	12	4882	788	5790	312120	44986	166728	833	105856	7050.0	29344.38	1	9591653	2016	10.243845	2018	1	0
2015	"MI"	"teaching"	"25-3021"	0	2014	16	112	32	22	3152	6305	43470	1029164	204157	805358	533	346433	3107.0	27616.61	1	9595639	2016	10.226172	2017	7	0
2018	"NC"	"food service assistant"	"35-3041"	0	2014	20	142	40	25	5270	7738	51458	474270	212236	835849	905	158872	8107.0	27616.61	1	9595639	2016	10.226172	2017	7	0
2019	"MA"	"case coordinator gr "	"43-4061"	0	2010	13	98	26	26	6266	5409	38129	168252	188050	726306	1079	57544	18107.0	27616.61	1	9595639	2016	10.226172	2018	4	0
2016	"TX"	"senior research analyst"	"19-4099"	0	2014	32	222	63	10	2212	11996	77289	912539	276074	1075474	366	306221	16900.0	27048.11	1	9598803	2010	10.205373	2018	7	0
2017	"CA"	"investment officer"	"41-3031"	0	2010	2	14	3	11	5917	878	6572	572215	80317	294054	1018	192827	6900.0	27048.11	1	9598803	2010	10.205373	2018	1	0
2018	"CA"	"chief of police"	"33-1012"	1	2010	2	15	3	12	4882	788	5790	188918	27304	101836	833	64425	11900.0	27048.11	1	9598803	2010	10.205373	2018	1	0
2015	"MA"	"chauffeur"	"53-3041"	1	2010	13	94	25	9	9358	5567	39484	178631	188164	726906	1635	61392	8106.0	51135.24	1	9602637	2017	10.747723	2018	1	0
2014	"CA"	"library services specialist"	"21-1093"	0	2010	2	11	3	8	2389	570	3900	617361	86414	317510	396	207576	9282.0	26056.18	1	9608048	2010	10.168011	2018	4	0
2015	"CA"	"psychiatric technician safety"	"29-2053"	0	2010	2	12	3	9	4390	748	5426	793295	111152	408292	751	266816	4282.0	26056.18	1	9608048	2010	10.168011	2019	1	0
2016	"CA"	"administrators secretary"	"11-3011"	0	2010	2	13	4	23	123	382	2215	27782	6855	25464	20	10038	24282.0	26056.18	1	9608048	2010	10.168011	2019	1	0
2019	"CA"	"office assistant"	"43-9061"	0	2010	2	16	4	26	6686	942	7145	701138	97149	356647	1147	235317	14282.0	26056.18	1	9608048	2010	10.168011	2018	1	0
2014	"WA"	"nursing care consultant"	"29-1141"	0	2013	35	249	70	21	4121	13962	92500	695615	323104	1264663	705	233411	22345.0	21880.52	1	9612599	2010	9.993352	2018	1	0
2015	"TX"	"correc officer"	"33-3012"	0	2014	32	221	63	9	4971	12201	78452	259260	265725	1039359	848	88335	2345.0	21880.52	1	9612599	2010	9.993352	2018	4	0
2016	"CA"	"police sergeant"	"33-1012"	0	2010	2	13	3	10	4880	788	5788	751345	105430	386599	833	252621	12345.0	21880.52	1	9612599	2010	9.993352	2018	1	0
2018	"CA"	"officer"	"33-3051"	0	2010	2	15	3	12	5024	800	5897	703962	97639	358457	856	236224	7345.0	21880.52	1	9612599	2010	9.993352	2019	1	0
2019	"MO"	"assistant public defender"	"23-1011"	0	2014	18	131	35	13	2462	6769	46292	91837	204703	808432	408	31617	17345.0	21880.52	1	9612599	2010	9.993352	2019	1	0
2017	"CA"	"instructional assistant "	"25-9041"	0	2010	2	14	4	24	3294	649	4588	555905	77668	285931	557	186402	5720.0	37239.0	0	9614662	2017	10.593991	2018	7	0
